location,month,case_fatality_rate,total_cases,new_cases,total_deaths,new_deaths
Moldova,5,0.03453508991416542,183842.0,4354.0,6349.0,179.0
Moldova,6,0.03398028134820549,370715.0,8362.0,12597.0,250.0
Moldova,7,0.03265346687721545,633899.0,8120.0,20699.0,233.0
Moldova,8,0.02925784038628026,948327.0,12187.0,27746.0,217.0
Moldova,9,0.026074067201312123,1336462.0,16122.0,34847.0,325.0
Moldova,10,0.02371693815049777,2024123.0,22998.0,48006.0,465.0
Moldova,11,0.02248903897433333,2719636.0,31324.0,61162.0,519.0
Moldova,12,0.02053028020186968,4002186.0,37454.0,82166.0,681.0
Monaco,2,0.0,1.0,1.0,0.0,0.0
Monaco,3,0.006928406466512702,433.0,51.0,3.0,1.0
Monaco,4,0.02686108979278588,2606.0,43.0,70.0,3.0
Monaco,5,0.0414300033411293,2993.0,4.0,124.0,0.0
Monaco,6,0.04,3000.0,4.0,120.0,0.0
Monaco,7,0.03607797497817864,3437.0,17.0,124.0,0.0
Monaco,8,0.028130671506352088,4408.0,34.0,124.0,0.0
Monaco,9,0.007236964186305437,5389.0,64.0,39.0,-2.0
Monaco,10,0.007503328089071766,8263.0,141.0,62.0,0.0
Monaco,11,0.004662298387096774,15872.0,250.0,74.0,1.0
Monaco,12,0.0042165397170837865,22056.0,266.0,93.0,0.0
Mongolia,3,0.0,150.0,12.0,0.0,0.0
Mongolia,4,0.0,784.0,26.0,0.0,0.0
Mongolia,5,0.0,3109.0,141.0,0.0,0.0
Mongolia,6,0.0,6073.0,41.0,0.0,0.0
Mongolia,7,0.0,8047.0,71.0,0.0,0.0
Mongolia,8,0.0,9204.0,13.0,0.0,0.0
Mongolia,9,0.0,9335.0,9.0,0.0,0.0
Mongolia,10,0.0,10071.0,33.0,0.0,0.0
Mongolia,11,0.0,15411.0,455.0,0.0,0.0
Mongolia,12,9.896743971233465e-05,30313.0,419.0,3.0,1.0
Montenegro,3,0.014245014245014245,702.0,109.0,10.0,2.0
Montenegro,4,0.014899853444064484,8188.0,213.0,122.0,5.0
Montenegro,5,0.02680083690345721,10037.0,2.0,269.0,2.0
Montenegro,6,0.025363977657723653,10921.0,224.0,277.0,3.0
Montenegro,7,0.01625540016108955,54628.0,2525.0,888.0,36.0
Montenegro,8,0.018688128772635815,124250.0,1762.0,2322.0,52.0
Montenegro,9,0.017126709479772347,227189.0,5937.0,3891.0,69.0
Montenegro,10,0.015347845494455014,461498.0,7569.0,7083.0,132.0
Montenegro,11,0.014466438131634717,820589.0,16924.0,11871.0,198.0
Montenegro,12,0.014156798410208074,1312373.0,12982.0,18579.0,183.0
Morocco,2,,0.0,0.0,0.0,0.0
Morocco,3,0.05109100585417775,3758.0,617.0,192.0,36.0
Morocco,4,0.050273421737375985,71867.0,3806.0,3613.0,134.0
Morocco,5,0.029104250066391918,203338.0,3384.0,5918.0,35.0
Morocco,6,0.02246045335799248,284411.0,4726.0,6388.0,23.0
Morocco,7,0.01586834868523974,530553.0,11789.0,8419.0,125.0
Morocco,8,0.01641272855941789,1322632.0,38268.0,21708.0,788.0
Morocco,9,0.018170188777427654,2767280.0,61063.0,50282.0,1053.0
Morocco,10,0.01703774789865865,5233086.0,95431.0,89160.0,1501.0
Morocco,11,0.01652204618537929,8764895.0,137252.0,144814.0,2151.0
Morocco,12,0.01663451985640011,12547642.0,82857.0,208724.0,1542.0
Mozambique,3,0.0,56.0,8.0,0.0,0.0
Mozambique,4,0.0,1062.0,68.0,0.0,0.0
Mozambique,5,0.0025108422734535494,4381.0,178.0,11.0,2.0
Mozambique,6,0.0058142785263040194,17887.0,635.0,104.0,4.0
Mozambique,7,0.006944444444444444,41760.0,975.0,290.0,5.0
Mozambique,8,0.0064248774869582895,88562.0,2052.0,569.0,12.0
Mozambique,9,0.0065295915532092245,179950.0,4812.0,1175.0,38.0
Mozambique,10,0.007079433284754879,332795.0,4141.0,2356.0,31.0
Mozambique,11,0.007810747755392722,432481.0,2832.0,3378.0,39.0
Mozambique,12,0.008484427376268767,532505.0,2941.0,4518.0,35.0
Myanmar,3,0.01818181818181818,55.0,15.0,1.0,1.0
Myanmar,4,0.04568106312292359,2408.0,136.0,110.0,5.0
Myanmar,5,0.03217993079584775,5780.0,73.0,186.0,0.0
Myanmar,6,0.022449488650536295,8018.0,75.0,180.0,0.0
Myanmar,7,0.017997097242380262,10335.0,54.0,186.0,0.0
Myanmar,8,0.013417977203866687,13862.0,529.0,186.0,0.0
Myanmar,9,0.01677504288506802,150402.0,12491.0,2523.0,304.0
Myanmar,10,0.023834330727482488,1037537.0,39333.0,24729.0,927.0
Myanmar,11,0.022452073476609057,2128623.0,38007.0,47792.0,704.0
Myanmar,12,0.02116776737073218,3427806.0,33917.0,72559.0,741.0
Namibia,3,0.0,97.0,11.0,0.0,0.0
Namibia,4,0.0,472.0,5.0,0.0,0.0
Namibia,5,0.0,554.0,8.0,0.0,0.0
Namibia,6,0.0,1843.0,181.0,0.0,0.0
Namibia,7,0.0032102255993402837,33954.0,1924.0,109.0,10.0
Namibia,8,0.008132091940645913,137480.0,5421.0,1118.0,65.0
Namibia,9,0.010641016467509635,293487.0,3715.0,3123.0,46.0
Namibia,10,0.01063097413085498,377670.0,1670.0,4015.0,12.0
Namibia,11,0.010296136738197636,407143.0,1445.0,4192.0,18.0
Namibia,12,0.009413649792198688,559188.0,9561.0,5264.0,54.0
Nepal,1,0.0,7.0,1.0,0.0,0.0
Nepal,2,0.0,29.0,0.0,0.0,0.0
Nepal,3,0.0,56.0,4.0,0.0,0.0
Nepal,4,0.0,792.0,52.0,0.0,0.0
Nepal,5,0.00429438767954983,13506.0,1515.0,58.0,8.0
Nepal,6,0.0027049897314976802,210352.0,11992.0,569.0,21.0
Nepal,7,0.0023135742761910987,535535.0,6207.0,1239.0,27.0
Nepal,8,0.004230148813693963,863563.0,19689.0,3653.0,172.0
Nepal,9,0.006374508376486317,1747272.0,38357.0,11138.0,270.0
Nepal,10,0.005675528831014042,3896377.0,92926.0,22114.0,439.0
Nepal,11,0.005917546129907183,6233158.0,62709.0,36885.0,571.0
Nepal,12,0.006883920505696683,7741083.0,27141.0,53289.0,348.0
Netherlands,2,0.0,8.0,6.0,0.0,0.0
Netherlands,3,0.05721988040388197,102010.0,12661.0,5837.0,1040.0
Netherlands,4,0.11192180811651384,847556.0,26845.0,94860.0,3771.0
Netherlands,5,0.1276439597686328,1357150.0,7133.0,173232.0,1164.0
Netherlands,6,0.12416241344825425,1467908.0,3838.0,182259.0,157.0
Netherlands,7,0.11849416089898246,1610265.0,4107.0,190807.0,34.0
Netherlands,8,0.09678344954233738,1986507.0,18642.0,192261.0,86.0
Netherlands,9,0.06767262230073645,2803172.0,52756.0,189698.0,205.0
Netherlands,10,0.030156598049442665,7024864.0,231652.0,211846.0,1002.0
Netherlands,11,0.018807227003812363,13649806.0,174290.0,256715.0,1994.0
Netherlands,12,0.015711079013373788,20507503.0,276452.0,322195.0,2072.0
New Zealand,2,0.0,2.0,1.0,0.0,0.0
New Zealand,3,0.0008248556502612042,3637.0,646.0,3.0,1.0
New Zealand,4,0.00699966545716565,38859.0,832.0,272.0,18.0
New Zealand,5,0.014042947295871116,46429.0,25.0,652.0,3.0
New Zealand,6,0.014564070878478275,45317.0,24.0,660.0,0.0
New Zealand,7,0.014215441053860264,47976.0,34.0,682.0,0.0
New Zealand,8,0.013453799416081432,50692.0,190.0,682.0,0.0
New Zealand,9,0.013490288840019958,54113.0,96.0,730.0,3.0
New Zealand,10,0.01318744895181051,58768.0,111.0,775.0,0.0
New Zealand,11,0.012450405883231793,60239.0,100.0,750.0,0.0
New Zealand,12,0.01185559124980878,65370.0,103.0,775.0,0.0
Nicaragua,3,0.15151515151515152,33.0,5.0,5.0,1.0
Nicaragua,4,0.1895910780669145,269.0,9.0,51.0,2.0
Nicaragua,5,0.06409879447221406,6802.0,745.0,436.0,32.0
Nicaragua,6,0.03632638987485549,49303.0,1760.0,1791.0,48.0
Nicaragua,7,0.03180765136810469,95826.0,1153.0,3048.0,33.0
Nicaragua,8,0.031024306903781936,128770.0,822.0,3995.0,21.0
Nicaragua,9,0.029725132671111716,146980.0,676.0,4369.0,14.0
Nicaragua,10,0.02875549684214336,165777.0,344.0,4767.0,5.0
Nicaragua,11,0.027896428340609045,170201.0,270.0,4748.0,4.0
Nicaragua,12,0.027465525129076532,183612.0,262.0,5043.0,5.0
Niger,3,0.09243697478991597,119.0,27.0,11.0,3.0
Niger,4,0.033879201750314926,15083.0,692.0,511.0,29.0
Niger,5,0.05914396887159533,26985.0,239.0,1596.0,32.0
Niger,6,0.06549900859220092,30260.0,117.0,1982.0,3.0
Niger,7,0.06190975865687303,34308.0,59.0,2124.0,2.0
Niger,8,0.05930300257839142,36069.0,42.0,2139.0,0.0
Niger,9,0.05826062482409232,35530.0,21.0,2070.0,0.0
Niger,10,0.05711462978291634,37451.0,23.0,2139.0,0.0
Niger,11,0.05247161659801065,39812.0,328.0,2089.0,3.0
Niger,12,0.034928558223067376,75726.0,1775.0,2645.0,32.0
Nigeria,2,0.0,2.0,1.0,0.0,0.0
Nigeria,3,0.013048635824436536,843.0,134.0,11.0,2.0
Nigeria,4,0.029426843022659695,19506.0,1797.0,574.0,56.0
Nigeria,5,0.030271029380867603,180866.0,8230.0,5475.0,229.0
Nigeria,6,0.025564328130546148,521195.0,15532.0,13324.0,303.0
Nigeria,7,0.021757221585235048,1081480.0,17457.0,23530.0,289.0
Nigeria,8,0.01969867594867595,1523808.0,10857.0,30017.0,134.0
Nigeria,9,0.01912928915358817,1697188.0,4840.0,32466.0,99.0
Nigeria,10,0.0184144034500549,1889825.0,4005.0,34800.0,32.0
Nigeria,11,0.017809171539448203,1957643.0,4704.0,34864.0,29.0
Nigeria,12,0.01594190922362703,2359755.0,20050.0,37619.0,116.0
North America,1,0.0,53.0,11.0,0.0,0.0
North America,2,0.0015600624024961,641.0,37.0,1.0,1.0
North America,3,0.02278336403089518,1200964.0,205272.0,27362.0,5652.0
North America,4,0.05392601793988021,21433142.0,967785.0,1155804.0,67319.0
North America,5,0.06339939117967863,50466778.0,858792.0,3199563.0,54108.0
North America,6,0.059296701483929806,75168650.0,1068068.0,4457253.0,40226.0
North America,7,0.04515117340332263,131149194.0,2287198.0,5921540.0,49379.0
North America,8,0.03836840481915098,197155890.0,1784602.0,7564557.0,50728.0
North America,9,0.03635767748841479,238147445.0,1503362.0,8658488.0,39403.0
North America,10,0.03367264529341815,302156065.0,2309062.0,10174394.0,41611.0
North America,11,0.02812672128172455,400666181.0,4955006.0,11269426.0,57213.0
North America,12,0.02338242011274085,609562908.0,7131442.0,14253056.0,107163.0
North Macedonia,2,0.0,4.0,1.0,0.0,0.0
North Macedonia,3,0.016200891049007696,2469.0,328.0,40.0,9.0
North Macedonia,4,0.044110568658461115,29086.0,1136.0,1283.0,68.0
North Macedonia,5,0.05704498332281619,55465.0,761.0,3164.0,56.0
North Macedonia,6,0.04830585364327504,127852.0,4108.0,6176.0,169.0
North Macedonia,7,0.046621308757412355,267796.0,4420.0,12485.0,184.0
North Macedonia,8,0.042957614070035115,393574.0,3587.0,16907.0,117.0
North Macedonia,9,0.04135921087665923,484487.0,3636.0,20038.0,136.0
North Macedonia,10,0.03613836401248981,721228.0,13595.0,26064.0,255.0
North Macedonia,11,0.028409650210796018,1422228.0,30306.0,40405.0,769.0
North Macedonia,12,0.029172554466282655,2316938.0,21451.0,67591.0,740.0
Norway,2,0.0,23.0,15.0,0.0,0.0
Norway,3,0.0045482817602239154,51448.0,4626.0,234.0,39.0
Norway,4,0.021257263813726862,200308.0,3097.0,4258.0,171.0
Norway,5,0.027751418480208213,253969.0,702.0,7048.0,26.0
Norway,6,0.02803921644044263,259993.0,439.0,7290.0,14.0
Norway,7,0.028065034840092908,279850.0,361.0,7854.0,5.0
Norway,8,0.026029073277183967,309769.0,1542.0,8063.0,9.0
Norway,9,0.02140970648285163,373709.0,3245.0,8001.0,10.0
Norway,10,0.016776874012522675,512670.0,6304.0,8601.0,8.0
Norway,11,0.01033948929851923,868805.0,15819.0,8983.0,50.0
Norway,12,0.009234672445508685,1318834.0,13417.0,12179.0,104.0
Oceania,1,0.0,38.0,9.0,0.0,0.0
Oceania,2,0.0,433.0,17.0,0.0,0.0
Oceania,3,0.004901587301587302,39375.0,5186.0,193.0,19.0
Oceania,4,0.00917564172391377,227668.0,3059.0,2089.0,93.0
Oceania,5,0.014056482670089859,264860.0,461.0,3723.0,13.0
Oceania,6,0.013898760461282557,268729.0,745.0,3735.0,1.0
Oceania,7,0.011389748739808437,411247.0,9464.0,4684.0,100.0
Oceania,8,0.01791609442616154,771820.0,9117.0,13828.0,460.0
Oceania,9,0.02920368202373574,871260.0,1452.0,25444.0,236.0
Oceania,10,0.03132594405549087,925846.0,677.0,29003.0,19.0
Oceania,11,0.030931856130494043,912716.0,506.0,28232.0,1.0
Oceania,12,0.03038699009894816,962221.0,747.0,29239.0,3.0
Oman,2,0.0,22.0,6.0,0.0,0.0
Oman,3,0.000588235294117647,1700.0,186.0,1.0,1.0
Oman,4,0.005092851375690951,32202.0,2156.0,164.0,10.0
Oman,5,0.004574630306039221,169194.0,9089.0,774.0,38.0
Oman,6,0.004414119335357468,752585.0,28633.0,3322.0,127.0
Oman,7,0.004793989767888346,1918861.0,39089.0,9199.0,245.0
Oman,8,0.0068173177964201675,2564645.0,6563.0,17484.0,264.0
Oman,9,0.008813229366145772,2740993.0,12863.0,24157.0,250.0
Oman,10,0.010014351044111679,3346098.0,15849.0,33509.0,273.0
Oman,11,0.01115692726338734,3601350.0,9265.0,40180.0,215.0
Oman,12,0.011620553500619791,3926319.0,5168.0,45626.0,76.0
Pakistan,2,0.0,14.0,4.0,0.0,0.0
Pakistan,3,0.008704991238482845,17691.0,2114.0,154.0,27.0
Pakistan,4,0.019857551591891398,246405.0,15996.0,4893.0,390.0
Pakistan,5,0.021405628957956023,1316336.0,54346.0,28177.0,1126.0
Pakistan,6,0.019965445328996287,4450339.0,141010.0,88853.0,2852.0
Pakistan,7,0.02102085740229765,7910429.0,64835.0,166284.0,1556.0
Pakistan,8,0.021355837880938918,8934372.0,17544.0,190801.0,343.0
Pakistan,9,0.021050400198097674,9118734.0,16957.0,191953.0,190.0
Pakistan,10,0.020583324105503478,10005964.0,21164.0,205956.0,339.0
Pakistan,11,0.020232531427055653,10891173.0,66512.0,220356.0,1268.0
Pakistan,12,0.02043814217152542,13839663.0,81696.0,282857.0,2085.0
Palestine,3,0.004428044280442804,1355.0,119.0,6.0,1.0
Palestine,4,0.005932301965802024,8597.0,225.0,51.0,1.0
Palestine,5,0.005800653594771242,12240.0,104.0,71.0,1.0
Palestine,6,0.003816793893129771,25938.0,1980.0,99.0,5.0
Palestine,7,0.0063436939784704115,230938.0,9409.0,1465.0,74.0
Palestine,8,0.006782388116578551,519581.0,10892.0,3524.0,70.0
Palestine,9,0.007222116332838876,965368.0,17170.0,6972.0,159.0
Palestine,10,0.008615171697950005,1445125.0,13621.0,12450.0,172.0
Palestine,11,0.008835104101188079,1983791.0,32127.0,17527.0,249.0
Palestine,12,0.009200433562988395,3560267.0,52357.0,32756.0,668.0
Panama,3,0.01858685253519202,7317.0,1181.0,136.0,30.0
Panama,4,0.027394464312653632,112687.0,5351.0,3087.0,158.0
Panama,5,0.02785415824235072,296760.0,6931.0,8266.0,148.0
Panama,6,0.02085946414579429,671302.0,20087.0,14003.0,295.0
Panama,7,0.020585773841924816,1544999.0,31706.0,31805.0,790.0
Panama,8,0.021827693106698385,2495408.0,27726.0,54469.0,581.0
Panama,9,0.021301623362357944,3095304.0,19613.0,65935.0,370.0
Panama,10,0.020623566427530868,3823490.0,21003.0,78854.0,328.0
Panama,11,0.019473397724648116,4442214.0,32208.0,86505.0,379.0
Panama,12,0.01719383901231895,6281785.0,80984.0,108008.0,943.0
Papua New Guinea,3,0.0,12.0,1.0,0.0,0.0
Papua New Guinea,4,0.0,139.0,7.0,0.0,0.0
Papua New Guinea,5,0.0,248.0,0.0,0.0,0.0
Papua New Guinea,6,0.0,261.0,3.0,0.0,0.0
Papua New Guinea,7,0.006361323155216285,786.0,61.0,5.0,2.0
Papua New Guinea,8,0.011327742076026577,9181.0,387.0,104.0,3.0
Papua New Guinea,9,0.011696288552012546,15304.0,75.0,179.0,2.0
Papua New Guinea,10,0.012320445125759383,17613.0,55.0,217.0,0.0
Papua New Guinea,11,0.01145912910618793,18326.0,67.0,210.0,0.0
Papua New Guinea,12,0.010990466101694915,22656.0,124.0,249.0,2.0
Paraguay,3,0.047619047619047616,546.0,65.0,26.0,3.0
Paraguay,4,0.04042806183115339,5046.0,201.0,204.0,7.0
Paraguay,5,0.01474080379945338,22319.0,720.0,329.0,1.0
Paraguay,6,0.008972287209666916,41461.0,1235.0,372.0,6.0
Paraguay,7,0.008581887454942757,107086.0,3117.0,919.0,32.0
Paraguay,8,0.01453342190380998,322154.0,12324.0,4682.0,277.0
Paraguay,9,0.019645553560100427,895368.0,23096.0,17590.0,531.0
Paraguay,10,0.02174809631160754,1643914.0,22427.0,35752.0,547.0
Paraguay,11,0.021895179497848825,2172533.0,19239.0,47568.0,352.0
Paraguay,12,0.02094667633651474,2979709.0,25508.0,62415.0,506.0
Peru,1,,0.0,0.0,0.0,0.0
Peru,2,,0.0,0.0,0.0,0.0
Peru,3,0.018436769670215528,7702.0,1065.0,142.0,30.0
Peru,4,0.026903909048434822,410944.0,35911.0,11056.0,1021.0
Peru,5,0.028586993559460358,2852556.0,127500.0,81546.0,3455.0
Peru,6,0.030337227387601685,6934846.0,120737.0,210384.0,5171.0
Peru,7,0.03979184993506214,10661731.0,122279.0,424250.0,9344.0
Peru,8,0.04626476215752718,16405207.0,239674.0,758983.0,9767.0
Peru,9,0.041892221787541,22054476.0,164602.0,923911.0,3608.0
Peru,10,0.038994475412153,26653391.0,88412.0,1039335.0,2015.0
Peru,11,0.03768555108295193,28025436.0,62350.0,1056154.0,1512.0
Peru,12,0.03723668089120964,30624534.0,52607.0,1140356.0,1757.0
Philippines,1,0.0,2.0,1.0,0.0,0.0
Philippines,2,0.35,80.0,2.0,28.0,1.0
Philippines,3,0.05841264297563957,11453.0,2081.0,669.0,87.0
Philippines,4,0.061649275433151685,163684.0,6404.0,10091.0,480.0
Philippines,5,0.0630735072637784,386438.0,9598.0,24374.0,389.0
Philippines,6,0.04063259533003611,813411.0,19428.0,33051.0,309.0
Philippines,7,0.025953227353636706,1949430.0,55840.0,50594.0,757.0
Philippines,8,0.016578657821610422,4980560.0,127465.0,82571.0,1535.0
Philippines,9,0.01696465754168091,8070661.0,90875.0,136916.0,1946.0
Philippines,10,0.018524098759427947,10848463.0,69035.0,200958.0,1717.0
Philippines,11,0.019222547901936997,12238336.0,50901.0,235252.0,1171.0
Philippines,12,0.019456881873779926,14069315.0,42434.0,273745.0,852.0
Poland,3,0.01312869822485207,16224.0,2311.0,213.0,33.0
Poland,4,0.03962504782553246,235230.0,10566.0,9321.0,611.0
Poland,5,0.04828346556380824,568704.0,10909.0,27459.0,420.0
Poland,6,0.04292430379064776,890824.0,10607.0,38238.0,399.0
Poland,7,0.0405269119683029,1223582.0,11295.0,49588.0,253.0
Poland,8,0.03314614218261772,1758274.0,21684.0,58280.0,323.0
Poland,9,0.029143782301144207,2314353.0,24142.0,67449.0,474.0
Poland,10,0.019888901429391845,5617354.0,271217.0,111723.0,3118.0
Poland,11,0.015420171888158085,21289192.0,628080.0,328283.0,11519.0
Poland,12,0.020401531968872736,35868875.0,304067.0,731780.0,11404.0
Portugal,2,,0.0,0.0,0.0,0.0
Portugal,3,0.016880155161022186,46919.0,7443.0,792.0,160.0
Portugal,4,0.033809718558762726,533042.0,17602.0,18022.0,829.0
Portugal,5,0.04213852421504141,891512.0,7455.0,37567.0,421.0
Portugal,6,0.040479513917398804,1120468.0,9641.0,45356.0,166.0
Portugal,7,0.0353079170886227,1466385.0,8931.0,51775.0,159.0
Portugal,8,0.0327587960349968,1681411.0,6940.0,55081.0,87.0
Portugal,9,0.028596441509092737,1979547.0,17530.0,56608.0,149.0
Portugal,10,0.021783087079129154,3100387.0,65737.0,67536.0,536.0
Portugal,11,0.015640462098941148,6631134.0,156782.0,103714.0,1998.0
Portugal,12,0.016148912461169,11078455.0,115617.0,178905.0,2401.0
Qatar,2,0.0,1.0,1.0,0.0,0.0
Qatar,3,0.0004858142246404975,10292.0,780.0,5.0,2.0
Qatar,4,0.0013708674721841425,156835.0,12628.0,215.0,8.0
Qatar,5,0.0005733094587102727,1004693.0,43501.0,576.0,28.0
Qatar,6,0.0009883367078529326,2393921.0,39178.0,2366.0,75.0
Qatar,7,0.0014269672212533888,3253053.0,14607.0,4642.0,61.0
Qatar,8,0.0016418758010176711,3564216.0,8083.0,5852.0,23.0
Qatar,9,0.0016961481146493692,3670670.0,6982.0,6226.0,17.0
Qatar,10,0.0017265208033017713,4003427.0,6796.0,6912.0,18.0
Qatar,11,0.0017250119867475893,4075334.0,6277.0,7030.0,5.0
Qatar,12,0.0017080447814304875,4383960.0,5001.0,7488.0,8.0
Romania,2,0.0,8.0,3.0,0.0,0.0
Romania,3,0.021311252884484867,14734.0,2242.0,314.0,82.0
Romania,4,0.05216112090346829,222963.0,9995.0,11630.0,635.0
Romania,5,0.06426805606169544,507655.0,7017.0,32626.0,549.0
Romania,6,0.06363564172396957,680012.0,7713.0,43273.0,385.0
Romania,7,0.054117024326768265,1133525.0,23916.0,61343.0,692.0
Romania,8,0.04268766398394236,2170182.0,36654.0,92640.0,1278.0
Romania,9,0.03979018993489512,3212048.0,40032.0,127808.0,1204.0
Romania,10,0.032857974175792004,5464640.0,113767.0,179557.0,2143.0
Romania,11,0.025038003784904225,10889047.0,234023.0,272640.0,4363.0
Romania,12,0.024326108187186373,17531041.0,156901.0,426462.0,4436.0
Russia,1,0.0,2.0,2.0,0.0,0.0
Russia,2,0.0,58.0,0.0,0.0,0.0
Russia,3,0.004417539267015707,12224.0,2335.0,54.0,17.0
Russia,4,0.008962872652480839,1129437.0,104161.0,10123.0,1056.0
Russia,5,0.009968762614154884,8257093.0,299345.0,82313.0,3620.0
Russia,6,0.01337269411754401,16097579.0,241086.0,215268.0,4613.0
Russia,7,0.01577395744276438,23233041.0,191532.0,366477.0,4633.0
Russia,8,0.016982434852422706,28508044.0,153941.0,484136.0,3189.0
Russia,9,0.01751901722994171,32289140.0,178397.0,565674.0,3502.0
Russia,10,0.01734692642496496,42549555.0,435468.0,738104.0,7157.0
Russia,11,0.017265200964709466,57925419.0,669669.0,1000094.0,11704.0
Russia,12,0.017721490270014635,84102182.0,851411.0,1490416.0,16780.0
Rwanda,3,0.0,579.0,75.0,0.0,0.0
Rwanda,4,0.0,4265.0,168.0,0.0,0.0
Rwanda,5,0.00021413276231263382,9340.0,127.0,2.0,1.0
Rwanda,6,0.003117404628553313,18926.0,655.0,59.0,1.0
Rwanda,7,0.0027803723092295327,46037.0,997.0,128.0,3.0
Rwanda,8,0.003557529307833727,83766.0,2041.0,298.0,11.0
Rwanda,9,0.005099224220588662,137668.0,777.0,702.0,13.0
Rwanda,10,0.006502566631839214,154093.0,297.0,1002.0,6.0
Rwanda,11,0.007743551092849675,164524.0,797.0,1274.0,14.0
Rwanda,12,0.008750178928460937,216567.0,2449.0,1895.0,43.0
Saint Kitts and Nevis,3,0.0,25.0,8.0,0.0,0.0
Saint Kitts and Nevis,4,0.0,385.0,7.0,0.0,0.0
Saint Kitts and Nevis,5,0.0,465.0,0.0,0.0,0.0
Saint Kitts and Nevis,6,0.0,450.0,0.0,0.0,0.0
Saint Kitts and Nevis,7,0.0,515.0,2.0,0.0,0.0
Saint Kitts and Nevis,8,0.0,527.0,0.0,0.0,0.0
Saint Kitts and Nevis,9,0.0,530.0,2.0,0.0,0.0
Saint Kitts and Nevis,10,0.0,589.0,0.0,0.0,0.0
Saint Kitts and Nevis,11,0.0,593.0,3.0,0.0,0.0
Saint Kitts and Nevis,12,0.0,862.0,10.0,0.0,0.0
Saint Lucia,3,0.0,66.0,13.0,0.0,0.0
Saint Lucia,4,0.0,442.0,4.0,0.0,0.0
Saint Lucia,5,0.0,556.0,1.0,0.0,0.0
Saint Lucia,6,0.0,567.0,1.0,0.0,0.0
Saint Lucia,7,0.0,703.0,6.0,0.0,0.0
Saint Lucia,8,0.0,789.0,1.0,0.0,0.0
Saint Lucia,9,0.0,802.0,1.0,0.0,0.0
Saint Lucia,10,0.0,1254.0,51.0,0.0,0.0
Saint Lucia,11,0.007883099403960777,5201.0,181.0,41.0,2.0
Saint Lucia,12,0.013357279155909754,8909.0,94.0,119.0,3.0
Saint Vincent and the Grenadines,3,0.0,18.0,1.0,0.0,0.0
Saint Vincent and the Grenadines,4,0.0,329.0,15.0,0.0,0.0
Saint Vincent and the Grenadines,5,0.0,567.0,10.0,0.0,0.0
Saint Vincent and the Grenadines,6,0.0,834.0,3.0,0.0,0.0
Saint Vincent and the Grenadines,7,0.0,1233.0,25.0,0.0,0.0
Saint Vincent and the Grenadines,8,0.0,1779.0,6.0,0.0,0.0
Saint Vincent and the Grenadines,9,0.0,1894.0,4.0,0.0,0.0
Saint Vincent and the Grenadines,10,0.0,2092.0,10.0,0.0,0.0
Saint Vincent and the Grenadines,11,0.0,2400.0,11.0,0.0,0.0
Saint Vincent and the Grenadines,12,0.0,3070.0,36.0,0.0,0.0
Samoa,11,0.0,17.0,2.0,0.0,0.0
Samoa,12,0.0,62.0,0.0,0.0,0.0
San Marino,2,0.0,3.0,1.0,0.0,0.0
San Marino,3,0.09188095926032938,3461.0,235.0,318.0,26.0
San Marino,4,0.09075825452132072,12054.0,333.0,1094.0,15.0
San Marino,5,0.06450637504409615,19843.0,102.0,1280.0,1.0
San Marino,6,0.06080200743135646,20723.0,27.0,1260.0,0.0
San Marino,7,0.060108028253543236,21661.0,1.0,1302.0,0.0
San Marino,8,0.05976863753213368,21784.0,16.0,1302.0,0.0
San Marino,9,0.05801906340654787,21717.0,17.0,1260.0,0.0
San Marino,10,0.05368629391390401,24252.0,196.0,1302.0,0.0
San Marino,11,0.033758932324506094,38064.0,684.0,1285.0,4.0
San Marino,12,0.026008467129962458,62595.0,816.0,1628.0,13.0
Sao Tome and Principe,4,0.0,118.0,14.0,0.0,0.0
Sao Tome and Principe,5,0.02793809024134313,7624.0,469.0,213.0,12.0
Sao Tome and Principe,6,0.01945401537238272,18865.0,231.0,367.0,1.0
Sao Tome and Principe,7,0.01806087652086052,23753.0,157.0,429.0,2.0
Sao Tome and Principe,8,0.01694853477183263,27436.0,25.0,465.0,0.0
Sao Tome and Principe,9,0.01657702792308259,27146.0,15.0,450.0,0.0
Sao Tome and Principe,10,0.016244923461418308,28809.0,34.0,468.0,1.0
Sao Tome and Principe,11,0.016883876070286442,29081.0,46.0,491.0,1.0
Sao Tome and Principe,12,0.016860223309978564,31257.0,23.0,527.0,0.0
Saudi Arabia,3,0.003179520626120985,12266.0,1563.0,39.0,10.0
Saudi Arabia,4,0.009488889567181491,262096.0,21190.0,2487.0,152.0
Saudi Arabia,5,0.005801500969727633,1660260.0,62508.0,9632.0,341.0
Saudi Arabia,6,0.007757180227335927,4063590.0,105562.0,31522.0,1146.0
Saudi Arabia,7,0.009758665989836282,7458294.0,85082.0,72783.0,1217.0
Saudi Arabia,8,0.011426796401851258,9232859.0,39867.0,105502.0,1031.0
Saudi Arabia,9,0.013319068527499974,9799409.0,18833.0,130519.0,871.0
Saudi Arabia,10,0.01501880268466119,10580404.0,12677.0,158905.0,634.0
Saudi Arabia,11,0.01604766156144656,10591512.0,10078.0,169969.0,494.0
Saudi Arabia,12,0.0168545054038456,11170841.0,5381.0,188279.0,327.0
Senegal,2,,0.0,0.0,0.0,0.0
